0;2.453928225024248
1;2.3616461133434945
2;2.442566163225717
3;2.435360953304697
4;2.5015934598863794
5;2.470001385617292
6;2.4514341138977414
7;2.5584037688790353
8;2.5348482749064707
9;2.519329361230428
10;2.8773728696134127
11;2.474158237494804
12;2.5808507690175975
13;2.4456145212692255
14;2.563391991132049
15;2.5825135097686016
16;2.620756547041707
17;2.582790633227103
18;2.580019398642095
19;2.5226548427324373
20;2.5331855341554665
21;2.535956768740474
22;2.5542469170015245
23;2.500762089510877
24;2.5484273243730082
25;2.504364694471387
26;2.4544824719412497
27;2.540390744076486
28;2.4533739781072468
29;2.451988360814743
30;2.49466537342386
31;2.4350838298461963
32;2.4597478176527643
33;2.4738811140363035
34;2.449494249688236
35;2.4506027435222393
36;2.4068172370791188
37;2.416793681585146
38;2.3932381876125812
39;2.383261743106554
