0;8855
1;8522
2;8814
3;8788
4;9027
5;8913
6;8846
7;9232
8;9147
9;9091
10;10383
11;8928
12;9313
13;8825
14;9250
15;9319
16;9457
17;9320
18;9310
19;9103
20;9141
21;9151
22;9217
23;9024
24;9196
25;9037
26;8857
27;9167
28;8853
29;8848
30;9002
31;8787
32;8876
33;8927
34;8839
35;8843
36;8685
37;8721
38;8636
39;8600
